Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
TCLU7154167,40FT,3900,ICT,인천,내항,2024-06-06,2024-06-11,50000,야간 불가
CMAU7810411,20FT,2400,JUCT,울산,내항,2024-06-06,2024-06-11,45000,전화 요망
YMLU5188246,20FT,2500,UNCT,울산,내항,2024-06-03,2024-06-06,40000,전화 요망
MAEU7096716,40FT,3700,UNCT,울산,내항,2024-06-07,2024-06-10,47000,야간 불가
TCLU3179849,40HQ,3800,BPTG,부산,내항,2024-06-02,2024-06-07,42000,전화 요망
OOLU8755506,40HQ,4200,UNCT,울산,내항,2024-06-01,2024-06-06,42000,빠른 픽업 가능
MSCU5094032,20FT,2300,KIT,광양,내항,2024-06-01,2024-06-05,47000,확정 이후 연락
CMAU2207637,40FT,3700,GWCT,광양,내항,2024-06-03,2024-06-08,50000,확정 이후 연락
EMCU3679816,20FT,2300,IGCT,군산,내항,2024-06-03,2024-06-06,45000,전화 요망
ONEU6195779,40HQ,4100,SNCT,인천,외항,2024-06-07,2024-06-11,50000,전화 요망
ONEU6537845,40HQ,3800,TOC,부산,내항,2024-06-06,2024-06-10,47000,전화 요망
OOLU2494955,40HQ,4200,DGT,부산,외항,2024-06-07,2024-06-11,45000,빠른 픽업 가능
EMCU4276789,20FT,2500,HJIT,인천,외항,2024-06-04,2024-06-09,42000,확정 이후 연락
EMCU9450115,40FT,4000,GWCT,광양,내항,2024-06-03,2024-06-06,50000,확정 이후 연락
TRIU9157001,40FT,3900,PNIT,부산,외항,2024-06-04,2024-06-08,47000,확정 이후 연락
CMAU5878836,20FT,2400,ICT,인천,내항,2024-06-07,2024-06-12,42000,빠른 픽업 가능
MAEU2409117,40HQ,4200,PNIT,부산,외항,2024-06-05,2024-06-09,45000,빠른 픽업 가능
HMMU9549250,20FT,2200,PNIT,부산,외항,2024-06-04,2024-06-09,40000,야간 불가
FSCU9870136,40HQ,3800,PNC,부산,외항,2024-06-02,2024-06-06,47000,야간 불가
CMAU7515290,40FT,3900,BCT,부산,외항,2024-06-05,2024-06-09,45000,빠른 픽업 가능
CMAU4505786,20FT,2200,JUCT,울산,내항,2024-06-03,2024-06-08,45000,확정 이후 연락
ONEU9958495,20FT,2300,PNIT,부산,외항,2024-06-06,2024-06-10,40000,확정 이후 연락
HMMU2892771,40HQ,3900,IGCT,군산,내항,2024-06-03,2024-06-08,40000,전화 요망
CMAU3734748,40HQ,3900,JUCT,울산,내항,2024-06-04,2024-06-09,42000,전화 요망
CMAU1235415,20FT,2100,GWCT,광양,내항,2024-06-03,2024-06-07,42000,빠른 픽업 가능
MSCU3292880,40HQ,4200,PNIT,부산,외항,2024-06-07,2024-06-11,45000,확정 이후 연락
CMAU5791864,20FT,2300,BPTS,부산,내항,2024-06-04,2024-06-09,45000,빠른 픽업 가능
FSCU8465928,40FT,4000,HBCT,부산,내항,2024-06-06,2024-06-09,40000,전화 요망
CMAU5528794,20FT,2200,HBCT,부산,내항,2024-06-07,2024-06-11,45000,확정 이후 연락
CMAU1993309,20FT,2500,ICT,인천,내항,2024-06-01,2024-06-06,47000,빠른 픽업 가능
HMMU4239540,40FT,4000,KIT,광양,내항,2024-06-05,2024-06-09,42000,전화 요망
YMLU2063884,40FT,3600,E1CT,인천,내항,2024-06-01,2024-06-04,45000,전화 요망
OOLU5572035,20FT,2400,BPTS,부산,내항,2024-06-02,2024-06-05,47000,전화 요망
EMCU4452041,40FT,3800,GWCT,광양,내항,2024-06-07,2024-06-12,47000,빠른 픽업 가능
OOLU5135389,40FT,3900,JUCT,울산,내항,2024-06-05,2024-06-10,40000,빠른 픽업 가능
EMCU9990583,40HQ,3900,SNCT,인천,외항,2024-06-01,2024-06-04,47000,전화 요망
MAEU4927026,40FT,3900,BCT,부산,외항,2024-06-03,2024-06-07,42000,빠른 픽업 가능
TCLU6451966,40FT,3700,GWCT,광양,내항,2024-06-03,2024-06-06,47000,빠른 픽업 가능
TRIU2897185,40HQ,4200,UNCT,울산,내항,2024-06-03,2024-06-06,42000,야간 불가
OOLU2241071,40FT,3600,IFT,인천,내항,2024-06-03,2024-06-06,45000,빠른 픽업 가능
FSCU8532377,40FT,4000,BCT,부산,외항,2024-06-06,2024-06-11,50000,전화 요망
CMAU4905242,40HQ,4200,KIT,광양,내항,2024-06-07,2024-06-12,40000,확정 이후 연락
MSCU4375640,20FT,2200,SNCT,인천,외항,2024-06-03,2024-06-08,50000,전화 요망
TRIU8820471,40FT,4000,BNCT,부산,외항,2024-06-01,2024-06-04,50000,전화 요망
TRIU4418879,20FT,2100,BPTG,부산,내항,2024-06-02,2024-06-06,42000,전화 요망
TCLU2700024,20FT,2200,PNCT,평택,내항,2024-06-01,2024-06-06,50000,확정 이후 연락
HMMU9725226,20FT,2300,JUCT,울산,내항,2024-06-07,2024-06-12,50000,확정 이후 연락
ONEU4040714,20FT,2200,KIT,광양,내항,2024-06-07,2024-06-11,42000,전화 요망
FSCU6729368,40HQ,4200,ICT,인천,내항,2024-06-07,2024-06-10,40000,확정 이후 연락
ONEU5400359,40HQ,3900,DGT,부산,외항,2024-06-02,2024-06-07,42000,야간 불가
CMAU9079562,40FT,3600,BPTS,부산,내항,2024-06-04,2024-06-07,40000,전화 요망
FSCU1078755,20FT,2500,BNCT,부산,외항,2024-06-06,2024-06-09,42000,전화 요망
FSCU7604721,40HQ,3800,DGT,부산,외항,2024-06-01,2024-06-04,50000,야간 불가
HMMU5940418,40HQ,3800,PNIT,부산,외항,2024-06-04,2024-06-08,50000,빠른 픽업 가능
ONEU9306014,40FT,3700,PCTC,평택,내항,2024-06-03,2024-06-06,47000,전화 요망
TCLU4479395,40HQ,4100,BNCT,부산,외항,2024-06-06,2024-06-10,45000,확정 이후 연락
FSCU7145344,40FT,3600,E1CT,인천,내항,2024-06-04,2024-06-09,50000,확정 이후 연락
EMCU9941388,40FT,4000,DGT,부산,외항,2024-06-05,2024-06-08,50000,확정 이후 연락
ONEU9948842,20FT,2100,BNCT,부산,외항,2024-06-03,2024-06-06,42000,빠른 픽업 가능
TRIU5895632,20FT,2300,HJIT,인천,외항,2024-06-05,2024-06-10,42000,빠른 픽업 가능
MAEU3733269,40FT,3600,BPTG,부산,내항,2024-06-05,2024-06-08,50000,야간 불가
CMAU9430001,40HQ,4200,UNCT,울산,내항,2024-06-01,2024-06-06,40000,전화 요망
TCLU7832896,40FT,3800,BPTG,부산,내항,2024-06-03,2024-06-08,50000,확정 이후 연락
OOLU1062153,20FT,2500,BNCT,부산,외항,2024-06-04,2024-06-09,40000,확정 이후 연락
MAEU7371248,20FT,2400,IGCT,군산,내항,2024-06-01,2024-06-06,42000,전화 요망
YMLU3031541,40HQ,4100,TOC,부산,내항,2024-06-04,2024-06-07,45000,전화 요망
CMAU6232655,40FT,3700,SNCT,인천,외항,2024-06-01,2024-06-05,42000,빠른 픽업 가능
MSCU3670899,40FT,3700,PNC,부산,외항,2024-06-07,2024-06-12,42000,야간 불가
CMAU2106063,20FT,2400,ICT,인천,내항,2024-06-03,2024-06-07,40000,전화 요망
ONEU2031377,40HQ,3800,ICT,인천,내항,2024-06-06,2024-06-11,47000,야간 불가
TCLU4530987,40FT,3900,HJIT,인천,외항,2024-06-02,2024-06-05,42000,전화 요망
CMAU8752795,40HQ,4200,E1CT,인천,내항,2024-06-07,2024-06-10,45000,빠른 픽업 가능
TRIU9617568,20FT,2200,HJIT,인천,외항,2024-06-02,2024-06-05,45000,전화 요망
YMLU1278654,40HQ,3800,HJIT,인천,외항,2024-06-04,2024-06-07,50000,전화 요망
HMMU6167279,40HQ,4000,DGT,부산,외항,2024-06-04,2024-06-07,45000,확정 이후 연락
TCLU7259342,40FT,3900,IGCT,군산,내항,2024-06-05,2024-06-10,40000,빠른 픽업 가능
TRIU2483563,20FT,2400,PNC,부산,외항,2024-06-04,2024-06-07,50000,야간 불가
MSCU4983838,20FT,2400,PNCT,평택,내항,2024-06-06,2024-06-10,42000,전화 요망
TCLU7837619,40FT,3600,PNCT,평택,내항,2024-06-04,2024-06-09,42000,확정 이후 연락
FSCU7855706,40HQ,3900,BPTS,부산,내항,2024-06-02,2024-06-05,45000,전화 요망
YMLU3585374,40FT,3800,PNIT,부산,외항,2024-06-07,2024-06-11,40000,야간 불가
MAEU4785815,40FT,3700,HJIT,인천,외항,2024-06-07,2024-06-12,47000,전화 요망
OOLU2197616,20FT,2400,GWCT,광양,내항,2024-06-04,2024-06-09,45000,야간 불가
YMLU4119361,40HQ,4200,JUCT,울산,내항,2024-06-02,2024-06-05,42000,확정 이후 연락
MSCU7199122,20FT,2500,JUCT,울산,내항,2024-06-01,2024-06-06,40000,전화 요망
MSCU4577265,40FT,4000,JUCT,울산,내항,2024-06-03,2024-06-06,47000,야간 불가
TRIU6702513,40FT,4000,PNIT,부산,외항,2024-06-01,2024-06-06,40000,빠른 픽업 가능
HMMU3380409,40FT,3800,DGT,부산,외항,2024-06-01,2024-06-06,50000,야간 불가
TCLU9503236,20FT,2300,JUCT,울산,내항,2024-06-06,2024-06-11,40000,전화 요망
ONEU2396343,20FT,2100,BPTG,부산,내항,2024-06-06,2024-06-10,50000,빠른 픽업 가능
FSCU9039104,20FT,2500,JUCT,울산,내항,2024-06-03,2024-06-06,42000,야간 불가
OOLU5663833,40HQ,4200,UNCT,울산,내항,2024-06-02,2024-06-06,40000,야간 불가
ONEU6423089,20FT,2500,GWCT,광양,내항,2024-06-07,2024-06-11,50000,야간 불가
EMCU1927020,20FT,2300,E1CT,인천,내항,2024-06-05,2024-06-10,45000,빠른 픽업 가능
FSCU2158760,40FT,3600,JUCT,울산,내항,2024-06-03,2024-06-06,45000,확정 이후 연락
TCLU2281874,40FT,3800,E1CT,인천,내항,2024-06-05,2024-06-10,50000,야간 불가
MSCU4456977,40FT,3900,HBCT,부산,내항,2024-06-07,2024-06-10,50000,전화 요망
EMCU1354495,40HQ,3900,TOC,부산,내항,2024-06-01,2024-06-05,42000,전화 요망
TCLU3599538,20FT,2300,BNCT,부산,외항,2024-06-07,2024-06-10,42000,전화 요망
HMMU1233592,40FT,3700,PNCT,평택,내항,2024-06-02,2024-06-05,40000,전화 요망
MSCU4635733,40HQ,3900,BPTG,부산,내항,2024-06-06,2024-06-09,45000,전화 요망
TRIU8067624,20FT,2200,PNCT,평택,내항,2024-06-04,2024-06-09,40000,확정 이후 연락
FSCU2814552,20FT,2300,BPTG,부산,내항,2024-06-04,2024-06-07,40000,전화 요망
HMMU4906382,40FT,3800,ICT,인천,내항,2024-06-03,2024-06-08,42000,빠른 픽업 가능
TCLU8339039,20FT,2300,HJIT,인천,외항,2024-06-07,2024-06-11,50000,야간 불가
CMAU7236496,20FT,2200,DGT,부산,외항,2024-06-02,2024-06-05,40000,야간 불가
MAEU3229873,40HQ,4100,GWCT,광양,내항,2024-06-02,2024-06-05,50000,야간 불가
MSCU2417027,40FT,4000,PNCT,평택,내항,2024-06-02,2024-06-06,45000,전화 요망
ONEU6216859,40FT,4000,KIT,광양,내항,2024-06-06,2024-06-11,47000,빠른 픽업 가능
CMAU3881267,20FT,2400,PNC,부산,외항,2024-06-04,2024-06-09,42000,전화 요망
TCLU5313635,40HQ,3900,HBCT,부산,내항,2024-06-05,2024-06-08,45000,확정 이후 연락
HMMU4564038,40HQ,4100,BNCT,부산,외항,2024-06-03,2024-06-08,42000,빠른 픽업 가능
MAEU2317730,40HQ,4000,GWCT,광양,내항,2024-06-06,2024-06-11,47000,빠른 픽업 가능
TRIU1926936,40HQ,4000,BCT,부산,외항,2024-06-04,2024-06-07,45000,빠른 픽업 가능
OOLU1237342,40FT,3800,BPTS,부산,내항,2024-06-06,2024-06-09,45000,야간 불가
CMAU3763552,20FT,2200,TOC,부산,내항,2024-06-06,2024-06-09,40000,빠른 픽업 가능
HMMU3062520,40HQ,4200,SNCT,인천,외항,2024-06-03,2024-06-07,50000,전화 요망
CMAU2540383,40HQ,3800,ICT,인천,내항,2024-06-02,2024-06-05,47000,확정 이후 연락
OOLU6264131,40HQ,4000,BPTS,부산,내항,2024-06-03,2024-06-08,50000,빠른 픽업 가능
ONEU3413535,20FT,2400,IGCT,군산,내항,2024-06-04,2024-06-07,42000,전화 요망
HMMU9153283,40FT,3800,ICT,인천,내항,2024-06-06,2024-06-11,42000,확정 이후 연락
CMAU5610130,40FT,4000,BCT,부산,외항,2024-06-03,2024-06-08,42000,확정 이후 연락
FSCU8016536,20FT,2100,BPTG,부산,내항,2024-06-04,2024-06-08,47000,확정 이후 연락
TCLU2464048,40HQ,4100,TOC,부산,내항,2024-06-01,2024-06-06,42000,전화 요망
FSCU4188558,20FT,2100,PNCT,평택,내항,2024-06-05,2024-06-08,42000,전화 요망
FSCU1568696,40HQ,4000,HBCT,부산,내항,2024-06-03,2024-06-08,42000,확정 이후 연락
TCLU7470297,40HQ,4100,E1CT,인천,내항,2024-06-03,2024-06-07,47000,확정 이후 연락
EMCU5432142,20FT,2300,PNCT,평택,내항,2024-06-05,2024-06-08,42000,전화 요망
FSCU1890373,40HQ,4100,BPTG,부산,내항,2024-06-02,2024-06-05,47000,전화 요망
EMCU4361032,40FT,4000,SNCT,인천,외항,2024-06-02,2024-06-07,42000,빠른 픽업 가능
HMMU5542894,40FT,3800,KIT,광양,내항,2024-06-04,2024-06-09,40000,빠른 픽업 가능
TCLU7537145,40FT,3800,PNC,부산,외항,2024-06-05,2024-06-08,47000,야간 불가
TCLU3568918,20FT,2500,PCTC,평택,내항,2024-06-06,2024-06-11,45000,빠른 픽업 가능
EMCU3099157,40HQ,4200,TOC,부산,내항,2024-06-06,2024-06-09,47000,전화 요망
YMLU9249784,40FT,3600,TOC,부산,내항,2024-06-06,2024-06-09,42000,확정 이후 연락
ONEU7895417,20FT,2200,PCTC,평택,내항,2024-06-02,2024-06-05,40000,확정 이후 연락
EMCU8923084,20FT,2500,BPTG,부산,내항,2024-06-03,2024-06-07,50000,확정 이후 연락
TCLU3149600,40FT,3700,GWCT,광양,내항,2024-06-02,2024-06-06,50000,확정 이후 연락
TRIU8699331,40HQ,3800,PNCT,평택,내항,2024-06-01,2024-06-06,47000,빠른 픽업 가능
OOLU1001724,20FT,2100,BCT,부산,외항,2024-06-02,2024-06-06,47000,야간 불가
YMLU4457039,40FT,3800,ICT,인천,내항,2024-06-07,2024-06-12,45000,확정 이후 연락
FSCU9010139,20FT,2300,PNC,부산,외항,2024-06-04,2024-06-09,47000,전화 요망
MSCU6433163,40FT,3800,TOC,부산,내항,2024-06-01,2024-06-04,42000,확정 이후 연락
CMAU2587129,20FT,2500,PNC,부산,외항,2024-06-04,2024-06-08,50000,확정 이후 연락
OOLU1779650,40FT,3900,IFT,인천,내항,2024-06-07,2024-06-10,42000,야간 불가
YMLU3224114,20FT,2200,PNCT,평택,내항,2024-06-01,2024-06-06,42000,전화 요망
YMLU6192921,40FT,3600,JUCT,울산,내항,2024-06-02,2024-06-06,40000,확정 이후 연락
YMLU3923901,40FT,3800,IGCT,군산,내항,2024-06-02,2024-06-06,40000,전화 요망
HMMU6090691,20FT,2300,PNCT,평택,내항,2024-06-05,2024-06-08,40000,빠른 픽업 가능
OOLU8695581,40FT,3700,TOC,부산,내항,2024-06-05,2024-06-10,42000,확정 이후 연락
OOLU7789033,40HQ,4000,SNCT,인천,외항,2024-06-01,2024-06-06,47000,전화 요망
TCLU5854999,40FT,3600,DGT,부산,외항,2024-06-07,2024-06-11,47000,전화 요망
FSCU5184704,40HQ,4100,HBCT,부산,내항,2024-06-05,2024-06-08,47000,야간 불가
CMAU1045607,40HQ,4000,ICT,인천,내항,2024-06-01,2024-06-05,47000,확정 이후 연락
ONEU2794513,20FT,2300,GWCT,광양,내항,2024-06-06,2024-06-11,40000,전화 요망
HMMU4174168,20FT,2400,UNCT,울산,내항,2024-06-06,2024-06-10,42000,야간 불가
CMAU1915490,40HQ,3800,JUCT,울산,내항,2024-06-05,2024-06-09,47000,빠른 픽업 가능
MSCU1989805,40FT,3900,PNC,부산,외항,2024-06-03,2024-06-07,40000,확정 이후 연락
YMLU3172304,20FT,2100,UNCT,울산,내항,2024-06-02,2024-06-06,50000,확정 이후 연락
TCLU2486325,20FT,2500,E1CT,인천,내항,2024-06-04,2024-06-09,45000,야간 불가
FSCU7302566,20FT,2300,DGT,부산,외항,2024-06-06,2024-06-11,50000,야간 불가
TRIU3587709,40FT,4000,BCT,부산,외항,2024-06-04,2024-06-08,47000,야간 불가
TRIU4519177,20FT,2300,PNCT,평택,내항,2024-06-03,2024-06-06,50000,야간 불가
CMAU8751099,40HQ,4200,E1CT,인천,내항,2024-06-01,2024-06-05,45000,전화 요망
TCLU3048181,20FT,2100,DGT,부산,외항,2024-06-06,2024-06-11,42000,확정 이후 연락
OOLU8495436,40FT,3600,IGCT,군산,내항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
TCLU8790850,40FT,3800,HBCT,부산,내항,2024-06-07,2024-06-11,45000,확정 이후 연락
OOLU7722858,20FT,2100,BNCT,부산,외항,2024-06-03,2024-06-08,50000,빠른 픽업 가능
TCLU1740920,40FT,3600,KIT,광양,내항,2024-06-05,2024-06-09,45000,확정 이후 연락
CMAU2191646,40HQ,3900,KIT,광양,내항,2024-06-07,2024-06-10,50000,전화 요망
FSCU9586405,40FT,3800,GWCT,광양,내항,2024-06-02,2024-06-07,50000,확정 이후 연락
FSCU8688268,20FT,2100,KIT,광양,내항,2024-06-07,2024-06-10,47000,전화 요망
MSCU4682082,20FT,2200,JUCT,울산,내항,2024-06-03,2024-06-07,42000,확정 이후 연락
FSCU4332243,20FT,2300,BNCT,부산,외항,2024-06-05,2024-06-08,40000,전화 요망
MSCU4054646,20FT,2100,HBCT,부산,내항,2024-06-03,2024-06-08,45000,전화 요망
TCLU9704459,40FT,3800,PNCT,평택,내항,2024-06-07,2024-06-11,42000,확정 이후 연락
TRIU9141672,20FT,2300,KIT,광양,내항,2024-06-03,2024-06-06,42000,야간 불가
ONEU5765738,40FT,3800,IFT,인천,내항,2024-06-02,2024-06-06,50000,야간 불가
CMAU1092267,40FT,3900,PNC,부산,외항,2024-06-07,2024-06-11,40000,빠른 픽업 가능
CMAU6916003,40HQ,4100,PNCT,평택,내항,2024-06-01,2024-06-04,45000,빠른 픽업 가능
EMCU6207097,20FT,2200,HBCT,부산,내항,2024-06-04,2024-06-08,47000,전화 요망
TCLU9837423,20FT,2200,BNCT,부산,외항,2024-06-07,2024-06-11,42000,전화 요망
TRIU7902789,40FT,3700,BPTS,부산,내항,2024-06-05,2024-06-08,42000,전화 요망
OOLU7074445,20FT,2300,PNCT,평택,내항,2024-06-03,2024-06-06,42000,전화 요망
MAEU1857460,40FT,3600,HBCT,부산,내항,2024-06-06,2024-06-09,40000,빠른 픽업 가능
FSCU6363389,20FT,2200,HBCT,부산,내항,2024-06-03,2024-06-07,40000,야간 불가
MAEU2369690,40HQ,4100,ICT,인천,내항,2024-06-02,2024-06-07,50000,전화 요망
FSCU2063220,40HQ,4100,PNCT,평택,내항,2024-06-02,2024-06-07,45000,전화 요망
EMCU1723175,40FT,3900,DGT,부산,외항,2024-06-05,2024-06-08,47000,확정 이후 연락
YMLU8023570,40HQ,4100,PNC,부산,외항,2024-06-04,2024-06-08,40000,빠른 픽업 가능
TRIU9221734,40HQ,4200,BCT,부산,외항,2024-06-06,2024-06-09,42000,확정 이후 연락
TRIU7962831,40FT,3900,UNCT,울산,내항,2024-06-07,2024-06-12,40000,전화 요망
CMAU4966217,20FT,2500,PNIT,부산,외항,2024-06-02,2024-06-07,50000,전화 요망
TCLU2328776,40FT,4000,DGT,부산,외항,2024-06-07,2024-06-11,42000,빠른 픽업 가능
ONEU9237954,40HQ,4000,UNCT,울산,내항,2024-06-04,2024-06-07,42000,전화 요망
CMAU3893175,20FT,2100,BPTS,부산,내항,2024-06-04,2024-06-07,42000,확정 이후 연락
TRIU8784071,40HQ,4000,ICT,인천,내항,2024-06-01,2024-06-05,45000,확정 이후 연락
YMLU8935239,20FT,2200,JUCT,울산,내항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
TCLU8467380,20FT,2100,PCTC,평택,내항,2024-06-05,2024-06-09,42000,전화 요망
EMCU1348752,40FT,3600,PCTC,평택,내항,2024-06-07,2024-06-11,45000,야간 불가
HMMU7823174,40HQ,3900,UNCT,울산,내항,2024-06-01,2024-06-04,45000,야간 불가
OOLU7932435,40FT,4000,BPTG,부산,내항,2024-06-01,2024-06-05,42000,전화 요망
TCLU2166730,40HQ,3900,HBCT,부산,내항,2024-06-03,2024-06-06,50000,확정 이후 연락
EMCU8698813,40FT,3800,E1CT,인천,내항,2024-06-02,2024-06-07,45000,빠른 픽업 가능
HMMU3930951,20FT,2100,BCT,부산,외항,2024-06-05,2024-06-09,42000,빠른 픽업 가능
FSCU8749075,40FT,3600,GWCT,광양,내항,2024-06-05,2024-06-08,47000,전화 요망
ONEU2558028,20FT,2300,BNCT,부산,외항,2024-06-05,2024-06-10,45000,빠른 픽업 가능
EMCU2134655,40FT,3900,BNCT,부산,외항,2024-06-02,2024-06-06,50000,확정 이후 연락
HMMU2292102,40FT,3700,PNIT,부산,외항,2024-06-01,2024-06-04,40000,전화 요망
FSCU4016321,20FT,2200,BPTS,부산,내항,2024-06-06,2024-06-10,47000,확정 이후 연락
HMMU8148371,40HQ,4100,PCTC,평택,내항,2024-06-02,2024-06-06,40000,야간 불가
CMAU1303482,20FT,2200,BNCT,부산,외항,2024-06-07,2024-06-10,50000,확정 이후 연락
MSCU6788647,40FT,4000,BPTG,부산,내항,2024-06-03,2024-06-07,42000,빠른 픽업 가능
TCLU9278927,40HQ,4200,IFT,인천,내항,2024-06-03,2024-06-06,45000,확정 이후 연락
TRIU7231312,40HQ,4200,PNCT,평택,내항,2024-06-07,2024-06-12,50000,확정 이후 연락
TCLU2905039,40HQ,4100,KIT,광양,내항,2024-06-06,2024-06-09,50000,야간 불가
EMCU1196953,40HQ,4100,UNCT,울산,내항,2024-06-02,2024-06-05,42000,야간 불가
TRIU1307662,40FT,4000,BPTG,부산,내항,2024-06-03,2024-06-07,47000,빠른 픽업 가능
TRIU8457045,40HQ,4000,PCTC,평택,내항,2024-06-07,2024-06-12,50000,빠른 픽업 가능
OOLU6715029,20FT,2300,SNCT,인천,외항,2024-06-02,2024-06-06,47000,전화 요망
TRIU9296002,40HQ,4000,KIT,광양,내항,2024-06-01,2024-06-06,40000,확정 이후 연락
YMLU6975903,40HQ,4200,TOC,부산,내항,2024-06-01,2024-06-04,40000,야간 불가
CMAU8956136,40HQ,4100,BCT,부산,외항,2024-06-04,2024-06-07,45000,야간 불가
ONEU2237901,40FT,3900,E1CT,인천,내항,2024-06-07,2024-06-11,47000,확정 이후 연락
EMCU3339047,40FT,3700,HJIT,인천,외항,2024-06-05,2024-06-08,45000,빠른 픽업 가능
MSCU4294358,40HQ,3900,ICT,인천,내항,2024-06-02,2024-06-06,50000,확정 이후 연락
TRIU2321178,20FT,2100,BPTG,부산,내항,2024-06-06,2024-06-11,42000,야간 불가
OOLU3882296,20FT,2100,IFT,인천,내항,2024-06-04,2024-06-07,47000,확정 이후 연락
EMCU3542497,20FT,2500,TOC,부산,내항,2024-06-04,2024-06-09,50000,전화 요망
EMCU8509165,40HQ,3900,BPTS,부산,내항,2024-06-07,2024-06-11,50000,빠른 픽업 가능
EMCU1542294,40FT,3900,IFT,인천,내항,2024-06-06,2024-06-11,47000,확정 이후 연락
FSCU5102748,40HQ,4100,IFT,인천,내항,2024-06-05,2024-06-08,45000,확정 이후 연락
ONEU3293590,40HQ,4100,BCT,부산,외항,2024-06-07,2024-06-10,42000,야간 불가
ONEU1780882,40FT,3700,UNCT,울산,내항,2024-06-05,2024-06-08,45000,전화 요망
YMLU3472002,40HQ,4100,PNCT,평택,내항,2024-06-01,2024-06-05,45000,전화 요망
TCLU9472502,40FT,3600,DGT,부산,외항,2024-06-02,2024-06-07,40000,전화 요망
EMCU2319969,40HQ,4100,BPTG,부산,내항,2024-06-06,2024-06-09,50000,확정 이후 연락
YMLU7160141,20FT,2300,UNCT,울산,내항,2024-06-04,2024-06-09,40000,확정 이후 연락
MAEU3267535,40HQ,4100,IFT,인천,내항,2024-06-01,2024-06-04,50000,확정 이후 연락
YMLU7684609,40FT,3800,ICT,인천,내항,2024-06-03,2024-06-07,47000,확정 이후 연락
MSCU4561784,20FT,2300,PNCT,평택,내항,2024-06-04,2024-06-08,47000,빠른 픽업 가능
TCLU5258864,20FT,2200,KIT,광양,내항,2024-06-06,2024-06-09,47000,빠른 픽업 가능
ONEU4807483,40FT,3700,TOC,부산,내항,2024-06-05,2024-06-08,50000,확정 이후 연락
TCLU2418714,20FT,2300,SNCT,인천,외항,2024-06-03,2024-06-08,42000,빠른 픽업 가능
FSCU4059990,40FT,3900,PNIT,부산,외항,2024-06-04,2024-06-09,45000,빠른 픽업 가능
TRIU6306672,40FT,3900,HBCT,부산,내항,2024-06-02,2024-06-05,42000,빠른 픽업 가능
YMLU1299203,20FT,2300,IGCT,군산,내항,2024-06-01,2024-06-05,47000,전화 요망
TCLU1884816,40FT,3600,E1CT,인천,내항,2024-06-05,2024-06-10,42000,야간 불가
MSCU5356701,40HQ,4000,HJIT,인천,외항,2024-06-05,2024-06-08,50000,야간 불가
YMLU1343633,40HQ,4200,IFT,인천,내항,2024-06-05,2024-06-08,50000,전화 요망
HMMU9157481,20FT,2100,BCT,부산,외항,2024-06-06,2024-06-11,50000,확정 이후 연락
CMAU5542368,20FT,2500,BNCT,부산,외항,2024-06-02,2024-06-06,42000,야간 불가
TCLU9488966,20FT,2400,JUCT,울산,내항,2024-06-01,2024-06-05,42000,야간 불가
MAEU7676703,20FT,2400,BCT,부산,외항,2024-06-06,2024-06-09,42000,야간 불가
HMMU5843515,40HQ,4000,PNIT,부산,외항,2024-06-02,2024-06-06,42000,확정 이후 연락
YMLU3446143,40HQ,3900,DGT,부산,외항,2024-06-07,2024-06-11,40000,확정 이후 연락
MAEU1334582,20FT,2200,HJIT,인천,외항,2024-06-07,2024-06-10,40000,확정 이후 연락
HMMU5314879,20FT,2500,BPTS,부산,내항,2024-06-02,2024-06-06,40000,전화 요망
YMLU8347724,20FT,2500,SNCT,인천,외항,2024-06-04,2024-06-08,45000,확정 이후 연락
EMCU4442195,40FT,4000,GWCT,광양,내항,2024-06-04,2024-06-07,45000,확정 이후 연락
MSCU2879101,40HQ,3800,UNCT,울산,내항,2024-06-02,2024-06-06,40000,확정 이후 연락
YMLU2480365,40FT,3700,DGT,부산,외항,2024-06-02,2024-06-07,42000,확정 이후 연락
HMMU4403660,40HQ,3900,SNCT,인천,외항,2024-06-03,2024-06-08,45000,야간 불가
YMLU2263129,20FT,2200,TOC,부산,내항,2024-06-01,2024-06-05,50000,야간 불가
MAEU9692946,40FT,3700,BPTS,부산,내항,2024-06-02,2024-06-05,42000,빠른 픽업 가능
ONEU8775373,20FT,2200,IGCT,군산,내항,2024-06-02,2024-06-06,45000,빠른 픽업 가능
EMCU8561043,20FT,2200,PNCT,평택,내항,2024-06-04,2024-06-08,50000,야간 불가
MAEU9974163,40FT,3800,BCT,부산,외항,2024-06-07,2024-06-11,45000,빠른 픽업 가능
TCLU9999013,40FT,3900,PNC,부산,외항,2024-06-03,2024-06-06,47000,확정 이후 연락
MSCU3977731,40HQ,4200,PCTC,평택,내항,2024-06-07,2024-06-11,50000,전화 요망
TRIU5870556,20FT,2300,BPTG,부산,내항,2024-06-05,2024-06-09,40000,전화 요망
TCLU7220982,40FT,4000,JUCT,울산,내항,2024-06-04,2024-06-07,42000,확정 이후 연락
MSCU8195351,40FT,3800,BCT,부산,외항,2024-06-02,2024-06-07,50000,빠른 픽업 가능
