Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
OOLU1619447,40HQ,4100,BNCT,부산,외항,2025-06-20,,0,가격 문의 필요
YMLU6119059,20FT,2400,HBCT,부산,내항,2025-06-06,2025-06-09,40000,도장 벗겨짐 있음
YMLU5597902,20FT,2100,KIT,광양,내항,2025-06-16,2025-06-21,42000,직거래 우선 선호
HMMU8295146,40HQ,4000,HBCT,부산,내항,2025-06-02,2025-06-07,50000,주말 픽업 가능
HMMU4457206,40HQ,4100,IFT,인천,내항,2025-06-03,2025-06-08,47000,도장 벗겨짐 있음
MAEU7958105,20FT,2500,BNCT,부산,외항,2025-06-27,,0,가격 문의 필요
MSCU6428099,40HQ,4000,PNIT,부산,외항,2025-06-14,,0,가격 문의 필요
ONEU8041040,40HQ,3900,TOC,부산,내항,2025-06-13,2025-06-16,47000,주말 픽업 가능
ONEU9522147,20FT,2200,PNCT,평택,내항,2025-06-26,2025-06-29,45000,약한 스크래치 있음
CMAU2996392,40HQ,4200,PNC,부산,외항,2025-06-06,,0,가격 문의 필요
EMCU9662049,40HQ,3900,BNCT,부산,외항,2025-06-14,,0,가격 문의 필요
OOLU9539185,40FT,3900,IGCT,군산,내항,2025-06-12,2025-06-17,45000,문짝 휘어짐 있음
ONEU6088139,40FT,3600,BPTS,부산,내항,2025-06-09,2025-06-14,47000,내부 청결 양호
MSCU4162687,20FT,2200,JUCT,울산,내항,2025-06-07,2025-06-10,47000,주말 픽업 가능
TCLU3396928,40FT,3600,BPTS,부산,내항,2025-06-23,2025-06-28,40000,사전 연락 필수
MSCU3898937,20FT,2400,GWCT,광양,내항,2025-06-23,2025-06-26,42000,사전 연락 필수
MSCU2326291,20FT,2400,PNC,부산,외항,2025-06-23,,0,가격 문의 필요
EMCU4156347,20FT,2400,HJIT,인천,외항,2025-06-10,,0,가격 문의 필요
MSCU4686612,40HQ,4100,BPTS,부산,내항,2025-06-06,2025-06-11,40000,문짝 휘어짐 있음
CMAU1560140,40FT,3600,ICT,인천,내항,2025-06-22,2025-06-27,47000,1회 사용 신품급
FSCU4852984,40HQ,4000,PNCT,평택,내항,2025-06-10,2025-06-15,50000,도장 벗겨짐 있음
FSCU5801827,40HQ,4100,BPTS,부산,내항,2025-06-04,2025-06-07,47000,1회 사용 신품급
YMLU2867060,40FT,3800,IGCT,군산,내항,2025-06-25,2025-06-28,47000,약한 스크래치 있음
OOLU1267014,40FT,3700,PNIT,부산,외항,2025-06-19,,0,가격 문의 필요
MAEU3284951,40FT,3800,BNCT,부산,외항,2025-06-01,,0,가격 문의 필요
HMMU6063037,40HQ,4100,PNCT,평택,내항,2025-06-14,2025-06-19,50000,주말 픽업 가능
MAEU6103390,40HQ,3900,PNIT,부산,외항,2025-06-24,,0,가격 문의 필요
TRIU1835553,40HQ,4000,PNIT,부산,외항,2025-06-29,,0,가격 문의 필요
ONEU4581337,20FT,2200,IGCT,군산,내항,2025-06-11,2025-06-14,47000,사전 연락 필수
HMMU7718175,40HQ,3800,DGT,부산,외항,2025-06-12,,0,가격 문의 필요
CMAU6878249,20FT,2400,PCTC,평택,내항,2025-06-18,2025-06-21,40000,직거래 우선 선호
MAEU1960742,40HQ,4100,PNIT,부산,외항,2025-06-19,,0,가격 문의 필요
MSCU4680259,40HQ,4100,ICT,인천,내항,2025-06-27,2025-06-30,42000,문짝 휘어짐 있음
ONEU6381401,20FT,2300,TOC,부산,내항,2025-06-12,2025-06-16,47000,1회 사용 신품급
YMLU7644363,40HQ,3900,PNIT,부산,외항,2025-06-27,,0,가격 문의 필요
OOLU9378449,40FT,4000,BCT,부산,외항,2025-06-14,,0,가격 문의 필요
OOLU4810464,40HQ,3900,DGT,부산,외항,2025-06-24,,0,가격 문의 필요
ONEU7978325,40FT,3700,IFT,인천,내항,2025-06-01,2025-06-04,50000,사전 연락 필수
TRIU1007424,40FT,3600,E1CT,인천,내항,2025-06-23,2025-06-27,50000,약한 스크래치 있음
MAEU4543993,40FT,3900,BCT,부산,외항,2025-06-20,,0,가격 문의 필요
EMCU5845880,40FT,3900,E1CT,인천,내항,2025-06-19,2025-06-23,50000,문짝 휘어짐 있음
FSCU3387508,40FT,3600,ICT,인천,내항,2025-06-24,2025-06-29,40000,직거래 우선 선호
FSCU6247375,40HQ,3800,TOC,부산,내항,2025-06-11,2025-06-14,50000,직거래 우선 선호
FSCU7359015,40HQ,3900,HJIT,인천,외항,2025-06-11,,0,가격 문의 필요
EMCU9946443,40HQ,3800,DGT,부산,외항,2025-06-27,,0,가격 문의 필요
CMAU8343135,40FT,4000,TOC,부산,내항,2025-06-21,2025-06-25,42000,약한 스크래치 있음
EMCU4688694,40FT,4000,ICT,인천,내항,2025-06-07,2025-06-11,47000,직거래 우선 선호
HMMU2192658,40FT,3700,HBCT,부산,내항,2025-06-03,2025-06-06,50000,1회 사용 신품급
HMMU1364989,40FT,4000,PNIT,부산,외항,2025-06-02,,0,가격 문의 필요
EMCU4133390,20FT,2100,E1CT,인천,내항,2025-06-02,2025-06-07,40000,직거래 우선 선호
ONEU2979933,40HQ,3800,HBCT,부산,내항,2025-06-23,2025-06-27,45000,1회 사용 신품급
YMLU6003395,40HQ,4000,TOC,부산,내항,2025-06-01,2025-06-06,45000,직거래 우선 선호
ONEU9199264,40FT,3900,BCT,부산,외항,2025-06-24,,0,가격 문의 필요
TCLU4932344,40HQ,3800,BCT,부산,외항,2025-06-17,,0,가격 문의 필요
OOLU7790865,40FT,3600,UNCT,울산,내항,2025-06-05,2025-06-10,40000,사전 연락 필수
EMCU1676705,40HQ,4100,ICT,인천,내항,2025-06-27,2025-07-01,40000,직거래 우선 선호
MAEU1217814,40HQ,4000,HJIT,인천,외항,2025-06-28,,0,가격 문의 필요
ONEU7145423,40FT,3800,ICT,인천,내항,2025-06-12,2025-06-15,50000,주말 픽업 가능
HMMU2344160,20FT,2100,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
FSCU6582750,40HQ,4200,BPTG,부산,내항,2025-06-24,2025-06-29,42000,문짝 휘어짐 있음
ONEU3249317,40FT,3600,BNCT,부산,외항,2025-06-04,,0,가격 문의 필요
MAEU1111657,40HQ,4100,DGT,부산,외항,2025-06-05,,0,가격 문의 필요
TRIU8073012,40HQ,3900,PNCT,평택,내항,2025-06-03,2025-06-06,45000,도장 벗겨짐 있음
MAEU3377680,40HQ,3800,PNCT,평택,내항,2025-06-02,2025-06-05,47000,1회 사용 신품급
MAEU6295195,40FT,3900,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
YMLU5365150,40HQ,4100,DGT,부산,외항,2025-06-12,,0,가격 문의 필요
EMCU7484914,40HQ,4200,DGT,부산,외항,2025-06-23,,0,가격 문의 필요
CMAU1424160,40HQ,3800,UNCT,울산,내항,2025-06-19,2025-06-23,40000,도장 벗겨짐 있음
TRIU9539807,20FT,2400,IGCT,군산,내항,2025-06-23,2025-06-26,47000,내부 청결 양호
CMAU9412013,20FT,2200,PNC,부산,외항,2025-06-16,,0,가격 문의 필요
CMAU2516792,20FT,2500,PCTC,평택,내항,2025-06-09,2025-06-12,40000,문짝 휘어짐 있음
TCLU2168380,20FT,2400,DGT,부산,외항,2025-06-09,,0,가격 문의 필요
TCLU2177533,40HQ,4000,IGCT,군산,내항,2025-06-04,2025-06-08,50000,1회 사용 신품급
YMLU3069722,40HQ,3900,HJIT,인천,외항,2025-06-04,,0,가격 문의 필요
HMMU9599049,20FT,2500,IGCT,군산,내항,2025-06-04,2025-06-08,40000,주말 픽업 가능
YMLU7681257,40HQ,3900,BPTS,부산,내항,2025-06-03,2025-06-08,47000,1회 사용 신품급
MAEU5343143,40HQ,4000,BPTS,부산,내항,2025-06-09,2025-06-14,47000,주말 픽업 가능
EMCU9455384,20FT,2200,KIT,광양,내항,2025-06-26,2025-06-30,47000,도장 벗겨짐 있음
TCLU1548173,20FT,2100,BNCT,부산,외항,2025-06-02,,0,가격 문의 필요
TCLU8158224,40FT,3800,PNC,부산,외항,2025-06-01,,0,가격 문의 필요
FSCU9719318,40FT,3600,HJIT,인천,외항,2025-06-18,,0,가격 문의 필요
MSCU2146791,40FT,4000,GWCT,광양,내항,2025-06-08,2025-06-13,47000,내부 청결 양호
MAEU5510020,40HQ,4100,ICT,인천,내항,2025-06-11,2025-06-14,45000,문짝 휘어짐 있음
MAEU8057902,40HQ,4100,BNCT,부산,외항,2025-06-28,,0,가격 문의 필요
CMAU5429807,20FT,2200,DGT,부산,외항,2025-06-21,,0,가격 문의 필요
YMLU4166535,40FT,3800,PCTC,평택,내항,2025-06-10,2025-06-15,45000,도장 벗겨짐 있음
MSCU8088069,40FT,3600,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
YMLU1851554,20FT,2400,PNC,부산,외항,2025-06-11,,0,가격 문의 필요
FSCU8208278,40HQ,4200,BPTS,부산,내항,2025-06-06,2025-06-10,42000,1회 사용 신품급
MSCU9304861,40HQ,3800,BPTG,부산,내항,2025-06-02,2025-06-05,42000,직거래 우선 선호
ONEU4486018,20FT,2400,TOC,부산,내항,2025-06-02,2025-06-05,42000,1회 사용 신품급
FSCU7784051,40FT,3700,PCTC,평택,내항,2025-06-07,2025-06-11,42000,약한 스크래치 있음
OOLU3900774,40HQ,3800,BNCT,부산,외항,2025-06-22,,0,가격 문의 필요
EMCU8620096,20FT,2500,E1CT,인천,내항,2025-06-14,2025-06-18,47000,사전 연락 필수
OOLU3827665,40HQ,3900,KIT,광양,내항,2025-06-17,2025-06-20,47000,문짝 휘어짐 있음
TCLU9825596,20FT,2100,UNCT,울산,내항,2025-06-09,2025-06-14,47000,사전 연락 필수
MSCU5567648,40FT,3900,KIT,광양,내항,2025-06-01,2025-06-04,50000,약한 스크래치 있음
YMLU4310663,40FT,3700,E1CT,인천,내항,2025-06-04,2025-06-07,42000,직거래 우선 선호
TCLU4662673,40HQ,4200,BNCT,부산,외항,2025-06-25,,0,가격 문의 필요
EMCU3274920,20FT,2400,IFT,인천,내항,2025-06-26,2025-06-29,50000,사전 연락 필수
TRIU3844004,40HQ,4000,UNCT,울산,내항,2025-06-14,2025-06-18,42000,직거래 우선 선호
ONEU5031113,40HQ,4200,BPTG,부산,내항,2025-06-20,2025-06-24,45000,주말 픽업 가능
OOLU2961364,40FT,3700,PNC,부산,외항,2025-06-10,,0,가격 문의 필요
TCLU2270802,20FT,2500,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
MSCU8073275,40HQ,4100,KIT,광양,내항,2025-06-08,2025-06-12,45000,1회 사용 신품급
YMLU1273747,20FT,2400,PNC,부산,외항,2025-06-07,,0,가격 문의 필요
YMLU3102077,40HQ,4000,KIT,광양,내항,2025-06-30,2025-07-03,40000,문짝 휘어짐 있음
CMAU2729577,40HQ,4100,BPTG,부산,내항,2025-06-13,2025-06-17,47000,도장 벗겨짐 있음
TCLU5518874,40FT,3600,BCT,부산,외항,2025-06-19,,0,가격 문의 필요
TCLU5632083,40HQ,3900,PNIT,부산,외항,2025-06-27,,0,가격 문의 필요
OOLU1310755,40HQ,4000,PCTC,평택,내항,2025-06-30,2025-07-03,42000,문짝 휘어짐 있음
CMAU4227631,40HQ,4100,BNCT,부산,외항,2025-06-09,,0,가격 문의 필요
OOLU4792171,40HQ,4200,IGCT,군산,내항,2025-06-01,2025-06-06,40000,1회 사용 신품급
HMMU9898958,40FT,3600,IGCT,군산,내항,2025-06-29,2025-07-02,50000,도장 벗겨짐 있음
YMLU9939824,40FT,3700,SNCT,인천,외항,2025-06-13,,0,가격 문의 필요
MSCU8343708,40HQ,4000,UNCT,울산,내항,2025-06-12,2025-06-16,47000,직거래 우선 선호
EMCU5003744,20FT,2400,PNCT,평택,내항,2025-06-12,2025-06-16,40000,내부 청결 양호
ONEU1445308,40HQ,3800,TOC,부산,내항,2025-06-21,2025-06-24,50000,내부 청결 양호
HMMU5020775,40HQ,4000,PNIT,부산,외항,2025-06-02,,0,가격 문의 필요
OOLU7378792,20FT,2500,JUCT,울산,내항,2025-06-30,2025-07-03,42000,문짝 휘어짐 있음
MAEU9638585,40HQ,3800,HBCT,부산,내항,2025-06-10,2025-06-15,45000,문짝 휘어짐 있음
TCLU8044705,40FT,3800,PNCT,평택,내항,2025-06-11,2025-06-15,40000,문짝 휘어짐 있음
TRIU5118326,20FT,2300,DGT,부산,외항,2025-06-14,,0,가격 문의 필요
ONEU1134754,40HQ,4100,PNCT,평택,내항,2025-06-08,2025-06-13,40000,직거래 우선 선호
OOLU1618060,40FT,4000,BPTG,부산,내항,2025-06-12,2025-06-15,45000,사전 연락 필수
TRIU1438895,40FT,3600,BPTG,부산,내항,2025-06-19,2025-06-23,42000,1회 사용 신품급
EMCU1102213,40HQ,4000,JUCT,울산,내항,2025-06-22,2025-06-27,47000,내부 청결 양호
HMMU2876652,40FT,3800,PNCT,평택,내항,2025-06-18,2025-06-23,47000,주말 픽업 가능
MSCU1662447,20FT,2400,BCT,부산,외항,2025-06-04,,0,가격 문의 필요
MAEU9340217,40FT,3700,HJIT,인천,외항,2025-06-17,,0,가격 문의 필요
TCLU7444772,40FT,3800,KIT,광양,내항,2025-06-07,2025-06-11,42000,약한 스크래치 있음
OOLU2919587,40HQ,4200,IFT,인천,내항,2025-06-23,2025-06-26,47000,직거래 우선 선호
TRIU8781424,40HQ,3900,PNC,부산,외항,2025-06-20,,0,가격 문의 필요
TCLU2282097,20FT,2500,SNCT,인천,외항,2025-06-13,,0,가격 문의 필요
OOLU2899592,40FT,3900,GWCT,광양,내항,2025-06-27,2025-06-30,47000,도장 벗겨짐 있음
YMLU3762061,40HQ,4000,SNCT,인천,외항,2025-06-18,,0,가격 문의 필요
CMAU5186814,20FT,2300,SNCT,인천,외항,2025-06-03,,0,가격 문의 필요
OOLU8468681,40HQ,3800,KIT,광양,내항,2025-06-02,2025-06-07,42000,사전 연락 필수
YMLU2315188,20FT,2300,BPTG,부산,내항,2025-06-17,2025-06-22,42000,약한 스크래치 있음
YMLU2688729,40FT,3700,IFT,인천,내항,2025-06-23,2025-06-28,40000,직거래 우선 선호
EMCU4227674,40FT,3600,PNIT,부산,외항,2025-06-10,,0,가격 문의 필요
MSCU1122467,40HQ,4200,PNCT,평택,내항,2025-06-28,2025-07-01,40000,약한 스크래치 있음
ONEU8544887,20FT,2200,BNCT,부산,외항,2025-06-14,,0,가격 문의 필요
TCLU8437200,20FT,2500,BPTG,부산,내항,2025-06-04,2025-06-09,47000,내부 청결 양호
TRIU3597549,40HQ,4200,UNCT,울산,내항,2025-06-10,2025-06-13,50000,내부 청결 양호
OOLU1609063,40FT,3900,BPTS,부산,내항,2025-06-28,2025-07-03,50000,1회 사용 신품급
YMLU5013240,20FT,2300,JUCT,울산,내항,2025-06-19,2025-06-22,50000,주말 픽업 가능
FSCU4450157,20FT,2300,DGT,부산,외항,2025-06-05,,0,가격 문의 필요
HMMU2251440,20FT,2300,BCT,부산,외항,2025-06-03,,0,가격 문의 필요
TRIU8100770,40FT,3800,IFT,인천,내항,2025-06-14,2025-06-19,42000,직거래 우선 선호
ONEU8332034,40FT,3600,BPTG,부산,내항,2025-06-12,2025-06-17,40000,문짝 휘어짐 있음
HMMU4613894,40FT,3600,BNCT,부산,외항,2025-06-30,,0,가격 문의 필요
TRIU2520905,40HQ,4200,BPTS,부산,내항,2025-06-03,2025-06-06,50000,약한 스크래치 있음
OOLU8914624,20FT,2500,KIT,광양,내항,2025-06-12,2025-06-16,45000,사전 연락 필수
MSCU5970356,40HQ,3800,JUCT,울산,내항,2025-06-13,2025-06-17,42000,사전 연락 필수
MAEU9397723,40FT,3800,IGCT,군산,내항,2025-06-29,2025-07-03,42000,약한 스크래치 있음
CMAU7183609,40FT,3700,SNCT,인천,외항,2025-06-19,,0,가격 문의 필요
HMMU2798367,20FT,2500,BPTS,부산,내항,2025-06-19,2025-06-24,47000,사전 연락 필수
HMMU8122697,20FT,2200,PCTC,평택,내항,2025-06-23,2025-06-27,40000,1회 사용 신품급
FSCU9862864,40HQ,4000,PNCT,평택,내항,2025-06-11,2025-06-16,47000,문짝 휘어짐 있음
CMAU2927123,40HQ,3800,TOC,부산,내항,2025-06-07,2025-06-11,50000,직거래 우선 선호
CMAU4095444,40HQ,3900,KIT,광양,내항,2025-06-04,2025-06-08,40000,1회 사용 신품급
MSCU4194650,40HQ,4000,KIT,광양,내항,2025-06-10,2025-06-14,47000,문짝 휘어짐 있음
HMMU6099682,20FT,2100,E1CT,인천,내항,2025-06-13,2025-06-17,40000,도장 벗겨짐 있음
YMLU8496452,40HQ,4000,PNIT,부산,외항,2025-06-01,,0,가격 문의 필요
OOLU1800229,40HQ,4100,SNCT,인천,외항,2025-06-27,,0,가격 문의 필요
TCLU3056410,40FT,3700,IGCT,군산,내항,2025-06-16,2025-06-19,42000,사전 연락 필수
HMMU5087898,40FT,3800,HBCT,부산,내항,2025-06-17,2025-06-21,47000,도장 벗겨짐 있음
TRIU4642190,20FT,2500,PNIT,부산,외항,2025-06-12,,0,가격 문의 필요
EMCU5237701,40HQ,3800,PNC,부산,외항,2025-06-13,,0,가격 문의 필요
MSCU1851746,40HQ,3800,ICT,인천,내항,2025-06-24,2025-06-27,47000,주말 픽업 가능
MAEU1785025,40HQ,4200,BNCT,부산,외항,2025-06-22,,0,가격 문의 필요
MAEU3379259,40FT,3900,UNCT,울산,내항,2025-06-11,2025-06-14,40000,사전 연락 필수
EMCU1733460,40HQ,3800,BPTS,부산,내항,2025-06-12,2025-06-17,47000,도장 벗겨짐 있음
YMLU7166201,20FT,2400,UNCT,울산,내항,2025-06-14,2025-06-19,50000,주말 픽업 가능
OOLU8648218,20FT,2100,GWCT,광양,내항,2025-06-18,2025-06-21,47000,직거래 우선 선호
YMLU3088833,40HQ,3900,E1CT,인천,내항,2025-06-08,2025-06-13,45000,직거래 우선 선호
TRIU8717281,20FT,2100,IFT,인천,내항,2025-06-04,2025-06-08,40000,1회 사용 신품급
OOLU6121169,20FT,2500,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
CMAU3762497,40HQ,3800,PNIT,부산,외항,2025-06-24,,0,가격 문의 필요
TCLU3695769,40HQ,3900,KIT,광양,내항,2025-06-25,2025-06-28,40000,사전 연락 필수
YMLU4161015,40FT,3900,JUCT,울산,내항,2025-06-30,2025-07-05,50000,1회 사용 신품급
TRIU3625773,40FT,3700,IGCT,군산,내항,2025-06-22,2025-06-25,45000,1회 사용 신품급
FSCU8360504,40HQ,4000,JUCT,울산,내항,2025-06-26,2025-06-30,42000,사전 연락 필수
HMMU1517090,40HQ,3900,BPTG,부산,내항,2025-06-17,2025-06-20,45000,문짝 휘어짐 있음
CMAU1360282,40FT,4000,ICT,인천,내항,2025-06-29,2025-07-02,50000,직거래 우선 선호
CMAU4884332,40FT,3900,HJIT,인천,외항,2025-06-20,,0,가격 문의 필요
ONEU9168814,40FT,3600,DGT,부산,외항,2025-06-30,,0,가격 문의 필요
YMLU4431651,40HQ,4200,KIT,광양,내항,2025-06-24,2025-06-27,42000,주말 픽업 가능
MSCU7340118,40HQ,3800,DGT,부산,외항,2025-06-17,,0,가격 문의 필요
HMMU3349222,20FT,2400,HJIT,인천,외항,2025-06-26,,0,가격 문의 필요
ONEU6663652,20FT,2300,TOC,부산,내항,2025-06-15,2025-06-20,40000,약한 스크래치 있음
EMCU3963872,20FT,2500,KIT,광양,내항,2025-06-08,2025-06-11,50000,도장 벗겨짐 있음
MAEU2542456,40HQ,4100,E1CT,인천,내항,2025-06-29,2025-07-03,45000,직거래 우선 선호
TRIU5507125,40HQ,4000,PNCT,평택,내항,2025-06-09,2025-06-14,50000,주말 픽업 가능
YMLU7296612,20FT,2200,KIT,광양,내항,2025-06-26,2025-06-30,50000,문짝 휘어짐 있음
OOLU4677817,40HQ,4100,PCTC,평택,내항,2025-06-02,2025-06-07,47000,도장 벗겨짐 있음
OOLU5041182,40HQ,4200,PNC,부산,외항,2025-06-11,,0,가격 문의 필요
YMLU1411814,40FT,4000,GWCT,광양,내항,2025-06-07,2025-06-12,42000,사전 연락 필수
YMLU2946716,40FT,3700,BNCT,부산,외항,2025-06-15,,0,가격 문의 필요
HMMU6841601,40HQ,3800,BPTG,부산,내항,2025-06-07,2025-06-12,45000,도장 벗겨짐 있음
TCLU4880626,40FT,3600,JUCT,울산,내항,2025-06-03,2025-06-07,50000,문짝 휘어짐 있음
CMAU3189815,40HQ,4200,JUCT,울산,내항,2025-06-21,2025-06-24,50000,1회 사용 신품급
ONEU7698792,40FT,3700,DGT,부산,외항,2025-06-09,,0,가격 문의 필요
MSCU9009799,20FT,2200,TOC,부산,내항,2025-06-20,2025-06-24,40000,내부 청결 양호
OOLU9925520,20FT,2400,ICT,인천,내항,2025-06-24,2025-06-28,47000,도장 벗겨짐 있음
TRIU8675616,20FT,2400,BPTG,부산,내항,2025-06-23,2025-06-28,42000,문짝 휘어짐 있음
HMMU7857344,20FT,2300,KIT,광양,내항,2025-06-14,2025-06-17,50000,약한 스크래치 있음
OOLU6165545,40FT,3800,PNC,부산,외항,2025-06-02,,0,가격 문의 필요
CMAU1904068,20FT,2100,UNCT,울산,내항,2025-06-30,2025-07-03,45000,내부 청결 양호
MAEU5058033,40FT,3600,SNCT,인천,외항,2025-06-21,,0,가격 문의 필요
HMMU5010782,20FT,2100,E1CT,인천,내항,2025-06-12,2025-06-16,50000,사전 연락 필수
TRIU1826905,40FT,4000,BNCT,부산,외항,2025-06-26,,0,가격 문의 필요
FSCU8472932,40HQ,3800,JUCT,울산,내항,2025-06-03,2025-06-08,42000,1회 사용 신품급
CMAU4209024,20FT,2500,KIT,광양,내항,2025-06-27,2025-07-01,50000,1회 사용 신품급
EMCU4825978,40FT,3600,PNC,부산,외항,2025-06-03,,0,가격 문의 필요
TRIU2134570,40HQ,4100,BNCT,부산,외항,2025-06-24,,0,가격 문의 필요
MAEU3061938,20FT,2100,UNCT,울산,내항,2025-06-30,2025-07-03,50000,1회 사용 신품급
CMAU9083860,20FT,2100,PNC,부산,외항,2025-06-18,,0,가격 문의 필요
HMMU3090362,20FT,2400,PNIT,부산,외항,2025-06-05,,0,가격 문의 필요
EMCU2964133,20FT,2300,KIT,광양,내항,2025-06-20,2025-06-23,42000,내부 청결 양호
MSCU5835513,20FT,2200,E1CT,인천,내항,2025-06-30,2025-07-04,50000,1회 사용 신품급
MAEU8665594,40FT,3600,IGCT,군산,내항,2025-06-10,2025-06-15,42000,도장 벗겨짐 있음
EMCU3322322,20FT,2100,GWCT,광양,내항,2025-06-11,2025-06-15,47000,문짝 휘어짐 있음
CMAU3373983,20FT,2100,BNCT,부산,외항,2025-06-04,,0,가격 문의 필요
YMLU4083128,40FT,3900,PNIT,부산,외항,2025-06-08,,0,가격 문의 필요
OOLU2515052,40HQ,4000,HJIT,인천,외항,2025-06-20,,0,가격 문의 필요
MSCU7567768,40HQ,4100,BNCT,부산,외항,2025-06-28,,0,가격 문의 필요
CMAU1440249,40HQ,4100,PCTC,평택,내항,2025-06-20,2025-06-24,42000,주말 픽업 가능
CMAU3903301,20FT,2200,ICT,인천,내항,2025-06-20,2025-06-24,40000,내부 청결 양호
YMLU2683294,40FT,3900,PNC,부산,외항,2025-06-13,,0,가격 문의 필요
OOLU7628243,20FT,2300,IFT,인천,내항,2025-06-01,2025-06-06,45000,사전 연락 필수
MAEU2263890,20FT,2300,BPTS,부산,내항,2025-06-03,2025-06-08,42000,1회 사용 신품급
OOLU5334898,20FT,2200,IFT,인천,내항,2025-06-20,2025-06-23,40000,약한 스크래치 있음
OOLU2162559,40FT,3700,PCTC,평택,내항,2025-06-10,2025-06-13,45000,1회 사용 신품급
HMMU8305727,40FT,4000,ICT,인천,내항,2025-06-09,2025-06-13,45000,주말 픽업 가능
EMCU2503493,20FT,2100,JUCT,울산,내항,2025-06-15,2025-06-20,45000,문짝 휘어짐 있음
OOLU3307303,40FT,3900,IFT,인천,내항,2025-06-30,2025-07-04,42000,사전 연락 필수
EMCU6863646,40FT,3800,PCTC,평택,내항,2025-06-21,2025-06-25,47000,내부 청결 양호
ONEU4053375,20FT,2500,PCTC,평택,내항,2025-06-14,2025-06-18,50000,1회 사용 신품급
HMMU8302165,20FT,2300,UNCT,울산,내항,2025-06-30,2025-07-05,42000,내부 청결 양호
FSCU8527981,40HQ,4200,DGT,부산,외항,2025-06-20,,0,가격 문의 필요
MSCU5324276,40FT,3600,TOC,부산,내항,2025-06-29,2025-07-02,40000,도장 벗겨짐 있음
EMCU1433014,40HQ,3800,BPTS,부산,내항,2025-06-29,2025-07-03,50000,내부 청결 양호
OOLU1628295,40FT,3700,DGT,부산,외항,2025-06-21,,0,가격 문의 필요
OOLU3177335,40FT,3600,BCT,부산,외항,2025-06-16,,0,가격 문의 필요
HMMU8581349,20FT,2200,SNCT,인천,외항,2025-06-05,,0,가격 문의 필요
EMCU6427432,40HQ,3800,E1CT,인천,내항,2025-06-21,2025-06-25,45000,1회 사용 신품급
TRIU2086766,40FT,3700,E1CT,인천,내항,2025-06-25,2025-06-30,47000,직거래 우선 선호
TCLU9130600,20FT,2200,PCTC,평택,내항,2025-06-09,2025-06-14,42000,직거래 우선 선호
TRIU2287979,40FT,4000,PCTC,평택,내항,2025-06-20,2025-06-23,42000,사전 연락 필수
TRIU8116984,40HQ,4200,PCTC,평택,내항,2025-06-28,2025-07-01,42000,약한 스크래치 있음
FSCU9803964,40HQ,4000,TOC,부산,내항,2025-06-08,2025-06-13,45000,주말 픽업 가능
OOLU3793686,40HQ,4200,JUCT,울산,내항,2025-06-26,2025-06-29,40000,주말 픽업 가능
TRIU1244562,40FT,4000,PNCT,평택,내항,2025-06-21,2025-06-26,50000,내부 청결 양호
MAEU7327343,20FT,2100,BPTG,부산,내항,2025-06-10,2025-06-15,47000,주말 픽업 가능
YMLU4189107,40HQ,4100,IGCT,군산,내항,2025-06-12,2025-06-15,42000,주말 픽업 가능
MSCU7438413,20FT,2200,HJIT,인천,외항,2025-06-19,,0,가격 문의 필요
HMMU4052734,40HQ,3800,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
HMMU5012172,40HQ,3900,ICT,인천,내항,2025-06-06,2025-06-10,47000,주말 픽업 가능
MAEU6664534,40FT,3800,BPTG,부산,내항,2025-06-07,2025-06-12,45000,직거래 우선 선호
ONEU2115287,40FT,3700,JUCT,울산,내항,2025-06-03,2025-06-06,47000,사전 연락 필수
OOLU3286676,40HQ,3800,BPTS,부산,내항,2025-06-29,2025-07-04,42000,내부 청결 양호
OOLU9044950,40FT,4000,BNCT,부산,외항,2025-06-17,,0,가격 문의 필요
YMLU6358627,40HQ,3800,E1CT,인천,내항,2025-06-29,2025-07-04,42000,주말 픽업 가능
TCLU1873816,20FT,2500,KIT,광양,내항,2025-06-28,2025-07-02,47000,내부 청결 양호
TCLU8901673,20FT,2400,HBCT,부산,내항,2025-06-20,2025-06-24,47000,약한 스크래치 있음
YMLU2141160,40HQ,3900,KIT,광양,내항,2025-06-03,2025-06-08,50000,직거래 우선 선호
EMCU8234715,40FT,3900,PNC,부산,외항,2025-06-12,,0,가격 문의 필요
ONEU7442960,40HQ,3800,PNIT,부산,외항,2025-06-12,,0,가격 문의 필요
EMCU4419832,40FT,3600,BNCT,부산,외항,2025-06-27,,0,가격 문의 필요
CMAU3590086,20FT,2300,HBCT,부산,내항,2025-06-24,2025-06-29,47000,문짝 휘어짐 있음
CMAU7655274,40FT,4000,BCT,부산,외항,2025-06-07,,0,가격 문의 필요
FSCU7032878,40HQ,4000,DGT,부산,외항,2025-06-18,,0,가격 문의 필요
MAEU9824531,40HQ,3800,PNCT,평택,내항,2025-06-29,2025-07-02,47000,주말 픽업 가능
EMCU5013651,40HQ,3800,BPTS,부산,내항,2025-06-18,2025-06-22,47000,주말 픽업 가능
