Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
MSCU4196371,40FT,3700,KIT,광양,내항,2025-06-06,2025-06-11,50000,확정 이후 연락
HMMU5839535,40HQ,3900,ICT,인천,내항,2025-06-27,2025-07-01,45000,확정 이후 연락
OOLU3410988,40FT,3600,UNCT,울산,내항,2025-06-19,2025-06-23,42000,야간 불가
CMAU5305906,40FT,4000,PNIT,부산,외항,2025-06-20,,0,가격 문의 필요
EMCU1041489,20FT,2400,TOC,부산,내항,2025-06-07,2025-06-11,42000,야간 불가
MSCU4246786,40HQ,4100,IFT,인천,내항,2025-06-25,2025-06-30,50000,전화 요망
EMCU1376389,20FT,2300,IFT,인천,내항,2025-06-19,2025-06-22,40000,빠른 픽업 가능
HMMU6234442,40FT,3600,BCT,부산,외항,2025-06-09,,0,가격 문의 필요
TRIU5092100,40HQ,4100,UNCT,울산,내항,2025-06-15,2025-06-20,40000,확정 이후 연락
OOLU7228448,40HQ,3800,HBCT,부산,내항,2025-06-30,2025-07-05,45000,빠른 픽업 가능
FSCU2859881,40HQ,4200,PNCT,평택,내항,2025-06-12,2025-06-15,45000,확정 이후 연락
EMCU9704012,40FT,3900,BPTS,부산,내항,2025-06-06,2025-06-11,42000,빠른 픽업 가능
MAEU7835350,20FT,2400,DGT,부산,외항,2025-06-08,,0,가격 문의 필요
EMCU7241448,40FT,4000,DGT,부산,외항,2025-06-26,,0,가격 문의 필요
ONEU4957525,40FT,4000,DGT,부산,외항,2025-06-20,,0,가격 문의 필요
YMLU3636292,40FT,3900,BCT,부산,외항,2025-06-16,,0,가격 문의 필요
YMLU5581504,40FT,3600,BPTS,부산,내항,2025-06-21,2025-06-26,47000,야간 불가
HMMU6208269,40HQ,3900,IFT,인천,내항,2025-06-30,2025-07-05,42000,야간 불가
OOLU9597470,40FT,4000,BCT,부산,외항,2025-06-08,,0,가격 문의 필요
TRIU4859613,40FT,3600,BPTG,부산,내항,2025-06-08,2025-06-11,45000,야간 불가
MSCU3784752,40HQ,4100,PCTC,평택,내항,2025-06-17,2025-06-22,50000,빠른 픽업 가능
EMCU8281557,40HQ,3900,GWCT,광양,내항,2025-06-30,2025-07-03,47000,확정 이후 연락
MSCU7081309,40FT,3700,IGCT,군산,내항,2025-06-25,2025-06-28,42000,빠른 픽업 가능
MSCU9436219,40HQ,4200,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
HMMU4801676,40HQ,4200,BNCT,부산,외항,2025-06-21,,0,가격 문의 필요
ONEU9714532,20FT,2200,DGT,부산,외항,2025-06-27,,0,가격 문의 필요
FSCU6646742,40FT,3700,GWCT,광양,내항,2025-06-18,2025-06-22,45000,전화 요망
TCLU4541331,40FT,3700,IGCT,군산,내항,2025-06-05,2025-06-08,47000,확정 이후 연락
ONEU2248552,40FT,3800,DGT,부산,외항,2025-06-21,,0,가격 문의 필요
YMLU2815588,40FT,3700,SNCT,인천,외항,2025-06-02,,0,가격 문의 필요
TRIU6915032,20FT,2300,BPTG,부산,내항,2025-06-16,2025-06-19,42000,확정 이후 연락
EMCU2424962,20FT,2100,BNCT,부산,외항,2025-06-17,,0,가격 문의 필요
OOLU1708403,40HQ,4200,GWCT,광양,내항,2025-06-25,2025-06-30,45000,전화 요망
MSCU6091790,40HQ,4100,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
EMCU7858673,20FT,2100,PNCT,평택,내항,2025-06-17,2025-06-20,47000,빠른 픽업 가능
OOLU4425956,40FT,3700,HBCT,부산,내항,2025-06-02,2025-06-07,47000,빠른 픽업 가능
ONEU5330791,40FT,3900,BPTS,부산,내항,2025-06-14,2025-06-18,40000,빠른 픽업 가능
YMLU6953279,40FT,3700,TOC,부산,내항,2025-06-01,2025-06-04,45000,확정 이후 연락
CMAU2685217,40HQ,3800,BPTG,부산,내항,2025-06-07,2025-06-10,50000,확정 이후 연락
MSCU8784557,40HQ,3800,JUCT,울산,내항,2025-06-20,2025-06-23,40000,야간 불가
HMMU1440531,20FT,2400,UNCT,울산,내항,2025-06-24,2025-06-27,40000,전화 요망
YMLU9264912,20FT,2500,UNCT,울산,내항,2025-06-14,2025-06-17,42000,확정 이후 연락
FSCU9445815,40HQ,3900,GWCT,광양,내항,2025-06-12,2025-06-17,47000,전화 요망
EMCU5651419,40HQ,3900,BCT,부산,외항,2025-06-06,,0,가격 문의 필요
OOLU8287418,40HQ,4000,SNCT,인천,외항,2025-06-23,,0,가격 문의 필요
OOLU9736527,20FT,2400,PNC,부산,외항,2025-06-10,,0,가격 문의 필요
TRIU4253394,40HQ,3800,IFT,인천,내항,2025-06-30,2025-07-05,47000,전화 요망
TCLU3259305,40HQ,3800,PCTC,평택,내항,2025-06-10,2025-06-14,47000,야간 불가
YMLU5566355,40FT,3700,PNC,부산,외항,2025-06-23,,0,가격 문의 필요
ONEU3084589,20FT,2100,BNCT,부산,외항,2025-06-01,,0,가격 문의 필요
YMLU6971533,40HQ,4200,HBCT,부산,내항,2025-06-20,2025-06-24,42000,빠른 픽업 가능
MSCU5265023,40HQ,3900,HJIT,인천,외항,2025-06-27,,0,가격 문의 필요
HMMU3826648,40HQ,4200,PNC,부산,외항,2025-06-03,,0,가격 문의 필요
CMAU5343201,40FT,3800,UNCT,울산,내항,2025-06-14,2025-06-17,45000,확정 이후 연락
FSCU9803211,20FT,2400,BPTS,부산,내항,2025-06-15,2025-06-19,42000,빠른 픽업 가능
TRIU5923690,20FT,2300,IGCT,군산,내항,2025-06-29,2025-07-02,42000,빠른 픽업 가능
MSCU9729348,20FT,2400,JUCT,울산,내항,2025-06-14,2025-06-18,47000,야간 불가
EMCU1379996,40FT,3900,HJIT,인천,외항,2025-06-29,,0,가격 문의 필요
ONEU6798208,20FT,2200,BPTS,부산,내항,2025-06-05,2025-06-08,50000,전화 요망
EMCU7940348,40FT,4000,SNCT,인천,외항,2025-06-15,,0,가격 문의 필요
HMMU8347408,40FT,3700,IGCT,군산,내항,2025-06-10,2025-06-14,42000,확정 이후 연락
OOLU4126618,40HQ,4200,BPTS,부산,내항,2025-06-05,2025-06-09,40000,확정 이후 연락
EMCU1608106,40FT,3900,SNCT,인천,외항,2025-06-25,,0,가격 문의 필요
YMLU5007948,40HQ,4000,HJIT,인천,외항,2025-06-29,,0,가격 문의 필요
TCLU9622832,40FT,3900,GWCT,광양,내항,2025-06-18,2025-06-22,45000,확정 이후 연락
HMMU5538402,40HQ,4200,PNCT,평택,내항,2025-06-02,2025-06-06,47000,빠른 픽업 가능
HMMU1445010,20FT,2300,JUCT,울산,내항,2025-06-26,2025-06-29,50000,확정 이후 연락
TCLU2256775,20FT,2200,BPTS,부산,내항,2025-06-03,2025-06-08,40000,확정 이후 연락
OOLU1311677,20FT,2300,ICT,인천,내항,2025-06-16,2025-06-19,45000,전화 요망
HMMU3510373,20FT,2100,TOC,부산,내항,2025-06-23,2025-06-27,40000,야간 불가
YMLU5756773,40HQ,4100,BPTS,부산,내항,2025-06-30,2025-07-04,40000,빠른 픽업 가능
ONEU2048225,20FT,2200,PNCT,평택,내항,2025-06-01,2025-06-05,42000,확정 이후 연락
FSCU1862866,20FT,2400,BPTG,부산,내항,2025-06-20,2025-06-23,45000,전화 요망
MAEU1569700,20FT,2500,E1CT,인천,내항,2025-06-14,2025-06-17,50000,확정 이후 연락
CMAU8975341,40HQ,4100,UNCT,울산,내항,2025-06-17,2025-06-20,50000,전화 요망
MAEU9573439,20FT,2400,PNCT,평택,내항,2025-06-17,2025-06-21,45000,빠른 픽업 가능
TCLU4525827,20FT,2500,HJIT,인천,외항,2025-06-05,,0,가격 문의 필요
FSCU6684886,40FT,3800,GWCT,광양,내항,2025-06-12,2025-06-15,45000,전화 요망
HMMU8886839,20FT,2300,PNIT,부산,외항,2025-06-14,,0,가격 문의 필요
MSCU3857229,20FT,2300,HJIT,인천,외항,2025-06-12,,0,가격 문의 필요
EMCU3250438,40HQ,4100,SNCT,인천,외항,2025-06-20,,0,가격 문의 필요
ONEU6658977,40FT,3700,PNCT,평택,내항,2025-06-18,2025-06-23,50000,확정 이후 연락
OOLU3955306,20FT,2200,BNCT,부산,외항,2025-06-09,,0,가격 문의 필요
TCLU3061248,40HQ,3800,HJIT,인천,외항,2025-06-15,,0,가격 문의 필요
TCLU8748572,40HQ,4200,IGCT,군산,내항,2025-06-09,2025-06-12,50000,확정 이후 연락
FSCU1020994,20FT,2400,BNCT,부산,외항,2025-06-19,,0,가격 문의 필요
EMCU7428685,40HQ,3900,E1CT,인천,내항,2025-06-14,2025-06-19,40000,전화 요망
CMAU5094598,40HQ,4200,ICT,인천,내항,2025-06-06,2025-06-10,40000,야간 불가
MAEU2308721,40FT,3800,IFT,인천,내항,2025-06-15,2025-06-19,40000,전화 요망
EMCU8593955,20FT,2300,HBCT,부산,내항,2025-06-27,2025-06-30,50000,확정 이후 연락
ONEU6640799,40FT,3600,E1CT,인천,내항,2025-06-23,2025-06-28,40000,빠른 픽업 가능
ONEU8607273,20FT,2300,E1CT,인천,내항,2025-06-30,2025-07-03,45000,빠른 픽업 가능
CMAU9812623,20FT,2100,TOC,부산,내항,2025-06-14,2025-06-18,40000,확정 이후 연락
EMCU3448442,40FT,3700,BPTS,부산,내항,2025-06-23,2025-06-26,42000,야간 불가
ONEU9712420,20FT,2400,BPTS,부산,내항,2025-06-05,2025-06-10,50000,야간 불가
TRIU6551921,20FT,2200,IGCT,군산,내항,2025-06-16,2025-06-19,42000,빠른 픽업 가능
MSCU1453082,40FT,3600,HJIT,인천,외항,2025-06-29,,0,가격 문의 필요
OOLU4482487,40HQ,4200,E1CT,인천,내항,2025-06-22,2025-06-26,42000,전화 요망
TRIU9977501,40HQ,3900,GWCT,광양,내항,2025-06-28,2025-07-01,45000,야간 불가
CMAU7319947,20FT,2100,SNCT,인천,외항,2025-06-20,,0,가격 문의 필요
YMLU6922926,40HQ,4000,E1CT,인천,내항,2025-06-25,2025-06-28,40000,빠른 픽업 가능
HMMU3241731,40FT,3900,SNCT,인천,외항,2025-06-17,,0,가격 문의 필요
FSCU4768071,20FT,2400,BCT,부산,외항,2025-06-12,,0,가격 문의 필요
TCLU8906305,20FT,2200,PNCT,평택,내항,2025-06-05,2025-06-10,42000,야간 불가
EMCU1657810,20FT,2400,BPTS,부산,내항,2025-06-24,2025-06-28,50000,확정 이후 연락
EMCU4083355,40FT,3900,DGT,부산,외항,2025-06-11,,0,가격 문의 필요
OOLU7919662,40HQ,3800,IFT,인천,내항,2025-06-23,2025-06-26,50000,확정 이후 연락
OOLU2222468,40FT,3900,IFT,인천,내항,2025-06-11,2025-06-14,45000,전화 요망
TCLU6464034,40HQ,3900,PNCT,평택,내항,2025-06-02,2025-06-06,47000,전화 요망
ONEU3527072,40FT,3900,PNC,부산,외항,2025-06-02,,0,가격 문의 필요
ONEU1434887,40FT,4000,IGCT,군산,내항,2025-06-10,2025-06-15,47000,야간 불가
MSCU9204978,40FT,3600,E1CT,인천,내항,2025-06-25,2025-06-28,45000,빠른 픽업 가능
HMMU4311225,20FT,2200,JUCT,울산,내항,2025-06-03,2025-06-07,50000,빠른 픽업 가능
YMLU1981986,40FT,3700,PCTC,평택,내항,2025-06-16,2025-06-19,40000,전화 요망
MAEU1156580,40FT,4000,BNCT,부산,외항,2025-06-07,,0,가격 문의 필요
FSCU1852796,40FT,4000,UNCT,울산,내항,2025-06-30,2025-07-04,47000,전화 요망
FSCU1700763,20FT,2300,HJIT,인천,외항,2025-06-22,,0,가격 문의 필요
EMCU7800986,40FT,3900,IFT,인천,내항,2025-06-29,2025-07-02,45000,확정 이후 연락
EMCU5509375,20FT,2100,JUCT,울산,내항,2025-06-22,2025-06-26,40000,야간 불가
FSCU6030789,20FT,2400,PCTC,평택,내항,2025-06-10,2025-06-14,50000,전화 요망
MAEU3879425,20FT,2300,JUCT,울산,내항,2025-06-25,2025-06-30,45000,야간 불가
TCLU9533334,20FT,2100,DGT,부산,외항,2025-06-02,,0,가격 문의 필요
ONEU4935379,40HQ,3800,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
YMLU1477534,40HQ,3800,BCT,부산,외항,2025-06-07,,0,가격 문의 필요
MSCU3206177,40HQ,3800,PNIT,부산,외항,2025-06-08,,0,가격 문의 필요
FSCU4945024,20FT,2400,IGCT,군산,내항,2025-06-27,2025-07-01,42000,확정 이후 연락
ONEU2513728,20FT,2500,BPTS,부산,내항,2025-06-23,2025-06-27,42000,야간 불가
HMMU3830876,40HQ,4200,E1CT,인천,내항,2025-06-14,2025-06-19,45000,야간 불가
ONEU1814935,20FT,2400,IFT,인천,내항,2025-06-14,2025-06-17,45000,빠른 픽업 가능
FSCU6652065,40HQ,4200,BPTG,부산,내항,2025-06-25,2025-06-30,45000,전화 요망
TCLU3563596,40FT,3900,JUCT,울산,내항,2025-06-04,2025-06-08,47000,빠른 픽업 가능
ONEU3109044,40FT,3900,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
YMLU7481684,20FT,2400,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
HMMU1967472,20FT,2200,ICT,인천,내항,2025-06-01,2025-06-06,45000,야간 불가
MAEU7973088,20FT,2400,HBCT,부산,내항,2025-06-23,2025-06-28,42000,전화 요망
MAEU1879526,40HQ,4000,HBCT,부산,내항,2025-06-09,2025-06-12,42000,전화 요망
EMCU1111809,40FT,4000,IGCT,군산,내항,2025-06-29,2025-07-03,45000,빠른 픽업 가능
CMAU2092868,20FT,2500,KIT,광양,내항,2025-06-23,2025-06-28,42000,확정 이후 연락
HMMU7960526,20FT,2400,GWCT,광양,내항,2025-06-23,2025-06-27,47000,빠른 픽업 가능
TRIU6671696,40FT,3900,IFT,인천,내항,2025-06-14,2025-06-18,45000,확정 이후 연락
ONEU1059682,40HQ,4100,BCT,부산,외항,2025-06-04,,0,가격 문의 필요
EMCU2764112,40HQ,4100,ICT,인천,내항,2025-06-27,2025-07-02,40000,야간 불가
YMLU2527812,20FT,2400,KIT,광양,내항,2025-06-04,2025-06-08,50000,전화 요망
EMCU2272320,40FT,4000,BCT,부산,외항,2025-06-10,,0,가격 문의 필요
CMAU1049315,40HQ,4200,IGCT,군산,내항,2025-06-28,2025-07-01,45000,확정 이후 연락
ONEU6374579,20FT,2500,PNC,부산,외항,2025-06-03,,0,가격 문의 필요
ONEU4045683,40HQ,3900,PCTC,평택,내항,2025-06-09,2025-06-14,47000,빠른 픽업 가능
MAEU2950363,40HQ,3900,IGCT,군산,내항,2025-06-17,2025-06-21,40000,야간 불가
EMCU4941508,20FT,2500,BNCT,부산,외항,2025-06-08,,0,가격 문의 필요
MSCU6908578,20FT,2200,JUCT,울산,내항,2025-06-18,2025-06-22,47000,빠른 픽업 가능
OOLU2091686,40FT,3600,PNCT,평택,내항,2025-06-20,2025-06-25,40000,전화 요망
EMCU7551053,40FT,3700,IFT,인천,내항,2025-06-15,2025-06-19,50000,야간 불가
TCLU6122054,40HQ,4000,E1CT,인천,내항,2025-06-16,2025-06-20,45000,전화 요망
CMAU4419858,40HQ,4200,PNC,부산,외항,2025-06-08,,0,가격 문의 필요
OOLU4624084,20FT,2500,IGCT,군산,내항,2025-06-25,2025-06-28,47000,빠른 픽업 가능
ONEU6166348,40HQ,4200,IFT,인천,내항,2025-06-22,2025-06-26,50000,확정 이후 연락
YMLU2981820,40FT,3700,TOC,부산,내항,2025-06-14,2025-06-17,50000,확정 이후 연락
HMMU2781395,40FT,3600,BPTS,부산,내항,2025-06-08,2025-06-11,47000,전화 요망
OOLU6264281,20FT,2500,E1CT,인천,내항,2025-06-07,2025-06-11,50000,전화 요망
EMCU2884352,20FT,2200,PNCT,평택,내항,2025-06-20,2025-06-25,47000,확정 이후 연락
ONEU3110408,20FT,2100,BCT,부산,외항,2025-06-21,,0,가격 문의 필요
CMAU1729044,40FT,3800,UNCT,울산,내항,2025-06-27,2025-07-02,47000,전화 요망
TRIU4088948,20FT,2400,PNCT,평택,내항,2025-06-08,2025-06-12,45000,확정 이후 연락
TCLU7176978,20FT,2100,IFT,인천,내항,2025-06-16,2025-06-19,45000,확정 이후 연락
FSCU8254918,40FT,3800,TOC,부산,내항,2025-06-22,2025-06-26,47000,야간 불가
EMCU1578002,20FT,2100,IFT,인천,내항,2025-06-15,2025-06-20,50000,야간 불가
CMAU1244080,20FT,2100,UNCT,울산,내항,2025-06-29,2025-07-03,50000,확정 이후 연락
FSCU4303699,40HQ,4000,SNCT,인천,외항,2025-06-19,,0,가격 문의 필요
CMAU7870443,40HQ,3900,BCT,부산,외항,2025-06-04,,0,가격 문의 필요
TCLU7988567,20FT,2100,JUCT,울산,내항,2025-06-11,2025-06-15,40000,야간 불가
ONEU6078416,20FT,2100,BNCT,부산,외항,2025-06-23,,0,가격 문의 필요
TCLU3261027,40FT,3700,SNCT,인천,외항,2025-06-29,,0,가격 문의 필요
HMMU9303941,40FT,3700,HBCT,부산,내항,2025-06-21,2025-06-26,40000,야간 불가
ONEU5814086,40HQ,3800,TOC,부산,내항,2025-06-08,2025-06-11,42000,야간 불가
MAEU3764606,40HQ,4200,BPTG,부산,내항,2025-06-03,2025-06-07,40000,확정 이후 연락
YMLU5255516,20FT,2300,GWCT,광양,내항,2025-06-05,2025-06-10,40000,전화 요망
TCLU1494517,20FT,2500,IGCT,군산,내항,2025-06-20,2025-06-24,42000,전화 요망
EMCU8779869,40HQ,4000,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
YMLU7189230,40HQ,3800,BCT,부산,외항,2025-06-08,,0,가격 문의 필요
ONEU8006730,40FT,3900,IFT,인천,내항,2025-06-23,2025-06-27,42000,전화 요망
ONEU8701005,20FT,2400,GWCT,광양,내항,2025-06-30,2025-07-05,50000,확정 이후 연락
TRIU1127445,20FT,2200,E1CT,인천,내항,2025-06-20,2025-06-24,42000,야간 불가
TRIU9322281,20FT,2400,HBCT,부산,내항,2025-06-12,2025-06-15,45000,야간 불가
EMCU9495265,40FT,3900,TOC,부산,내항,2025-06-10,2025-06-14,42000,전화 요망
EMCU8260221,20FT,2300,PNIT,부산,외항,2025-06-12,,0,가격 문의 필요
MAEU6206751,40HQ,4000,TOC,부산,내항,2025-06-01,2025-06-04,50000,야간 불가
MAEU3676124,20FT,2200,UNCT,울산,내항,2025-06-19,2025-06-24,47000,야간 불가
FSCU1923912,20FT,2400,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
EMCU3931742,40FT,3900,ICT,인천,내항,2025-06-28,2025-07-02,45000,확정 이후 연락
OOLU7256112,40HQ,4100,IFT,인천,내항,2025-06-02,2025-06-07,47000,빠른 픽업 가능
TRIU4926663,20FT,2300,TOC,부산,내항,2025-06-23,2025-06-26,42000,전화 요망
EMCU8516360,40FT,3700,PCTC,평택,내항,2025-06-07,2025-06-12,50000,확정 이후 연락
OOLU5769402,40HQ,4000,ICT,인천,내항,2025-06-30,2025-07-04,42000,빠른 픽업 가능
MSCU1212244,20FT,2300,KIT,광양,내항,2025-06-22,2025-06-26,42000,전화 요망
YMLU2965910,20FT,2100,PNC,부산,외항,2025-06-21,,0,가격 문의 필요
MSCU4609948,40FT,3900,IGCT,군산,내항,2025-06-12,2025-06-15,45000,전화 요망
HMMU8989618,40HQ,3800,SNCT,인천,외항,2025-06-05,,0,가격 문의 필요
MAEU3107620,40FT,3600,PNIT,부산,외항,2025-06-19,,0,가격 문의 필요
FSCU1458101,40FT,3600,HJIT,인천,외항,2025-06-11,,0,가격 문의 필요
FSCU1526666,40FT,3800,GWCT,광양,내항,2025-06-10,2025-06-14,42000,확정 이후 연락
TRIU1889217,40HQ,3800,GWCT,광양,내항,2025-06-02,2025-06-07,50000,빠른 픽업 가능
MSCU9635204,40FT,3600,ICT,인천,내항,2025-06-29,2025-07-04,40000,야간 불가
ONEU4354048,40FT,3600,HBCT,부산,내항,2025-06-13,2025-06-17,47000,확정 이후 연락
EMCU6534759,40FT,3800,SNCT,인천,외항,2025-06-22,,0,가격 문의 필요
HMMU8772264,40HQ,3800,BNCT,부산,외항,2025-06-27,,0,가격 문의 필요
MAEU5892767,40HQ,3800,PNC,부산,외항,2025-06-05,,0,가격 문의 필요
MSCU6487038,40HQ,4100,PCTC,평택,내항,2025-06-07,2025-06-12,50000,빠른 픽업 가능
TRIU9684797,40FT,3600,KIT,광양,내항,2025-06-20,2025-06-23,40000,전화 요망
EMCU4826570,40HQ,3800,UNCT,울산,내항,2025-06-29,2025-07-03,40000,야간 불가
YMLU7490841,20FT,2500,IGCT,군산,내항,2025-06-13,2025-06-18,40000,빠른 픽업 가능
FSCU2644721,40FT,3900,KIT,광양,내항,2025-06-01,2025-06-05,50000,빠른 픽업 가능
MAEU2188315,40HQ,4100,GWCT,광양,내항,2025-06-28,2025-07-03,47000,야간 불가
YMLU7528533,20FT,2100,BPTS,부산,내항,2025-06-03,2025-06-08,42000,야간 불가
YMLU6034891,40HQ,3800,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
YMLU7172982,40FT,3600,PNC,부산,외항,2025-06-23,,0,가격 문의 필요
FSCU7192255,40FT,3700,ICT,인천,내항,2025-06-06,2025-06-09,47000,전화 요망
MAEU3595672,20FT,2200,E1CT,인천,내항,2025-06-19,2025-06-23,45000,확정 이후 연락
TCLU7536921,20FT,2100,TOC,부산,내항,2025-06-18,2025-06-21,50000,빠른 픽업 가능
TCLU9025848,40FT,3900,JUCT,울산,내항,2025-06-17,2025-06-21,47000,확정 이후 연락
ONEU5171169,20FT,2200,TOC,부산,내항,2025-06-16,2025-06-21,50000,확정 이후 연락
MAEU6509766,40FT,3700,HBCT,부산,내항,2025-06-11,2025-06-14,40000,빠른 픽업 가능
ONEU8377326,40FT,3900,KIT,광양,내항,2025-06-19,2025-06-22,47000,전화 요망
TRIU1938571,20FT,2200,E1CT,인천,내항,2025-06-06,2025-06-11,45000,확정 이후 연락
YMLU3689799,40FT,3600,IFT,인천,내항,2025-06-21,2025-06-24,42000,빠른 픽업 가능
HMMU3894266,40HQ,4100,GWCT,광양,내항,2025-06-14,2025-06-17,45000,확정 이후 연락
YMLU3663964,40FT,3900,BPTG,부산,내항,2025-06-09,2025-06-12,42000,야간 불가
FSCU3958963,40FT,3600,SNCT,인천,외항,2025-06-15,,0,가격 문의 필요
EMCU8181601,20FT,2300,E1CT,인천,내항,2025-06-01,2025-06-05,40000,전화 요망
CMAU8133188,20FT,2200,PCTC,평택,내항,2025-06-11,2025-06-14,40000,전화 요망
OOLU1414151,40FT,3600,ICT,인천,내항,2025-06-07,2025-06-11,40000,전화 요망
EMCU1315974,20FT,2400,KIT,광양,내항,2025-06-23,2025-06-26,47000,확정 이후 연락
TRIU1033875,40HQ,4100,IFT,인천,내항,2025-06-19,2025-06-23,50000,야간 불가
EMCU6203884,20FT,2200,BNCT,부산,외항,2025-06-04,,0,가격 문의 필요
MAEU5121802,40HQ,4100,HJIT,인천,외항,2025-06-22,,0,가격 문의 필요
TRIU9133501,40FT,3600,IGCT,군산,내항,2025-06-22,2025-06-25,50000,확정 이후 연락
EMCU8739086,20FT,2200,IFT,인천,내항,2025-06-28,2025-07-01,45000,전화 요망
EMCU2228701,40FT,3800,IGCT,군산,내항,2025-06-08,2025-06-12,45000,확정 이후 연락
FSCU6527858,20FT,2400,PNC,부산,외항,2025-06-20,,0,가격 문의 필요
TCLU3667891,40HQ,3800,PNIT,부산,외항,2025-06-29,,0,가격 문의 필요
CMAU7565071,20FT,2500,JUCT,울산,내항,2025-06-21,2025-06-25,40000,빠른 픽업 가능
MSCU1539056,20FT,2400,PNCT,평택,내항,2025-06-10,2025-06-15,50000,빠른 픽업 가능
ONEU3975966,40FT,4000,IGCT,군산,내항,2025-06-23,2025-06-28,47000,야간 불가
TCLU3541879,20FT,2300,TOC,부산,내항,2025-06-19,2025-06-24,45000,전화 요망
FSCU3320031,40FT,3900,IGCT,군산,내항,2025-06-27,2025-07-02,42000,빠른 픽업 가능
FSCU4215154,40FT,3900,DGT,부산,외항,2025-06-14,,0,가격 문의 필요
HMMU5983556,40HQ,4200,GWCT,광양,내항,2025-06-23,2025-06-26,50000,야간 불가
TRIU3384695,20FT,2500,ICT,인천,내항,2025-06-03,2025-06-06,45000,야간 불가
HMMU4526217,40HQ,4100,BPTS,부산,내항,2025-06-28,2025-07-02,40000,확정 이후 연락
FSCU1031508,20FT,2100,KIT,광양,내항,2025-06-29,2025-07-04,42000,야간 불가
ONEU9156308,40HQ,4000,BCT,부산,외항,2025-06-17,,0,가격 문의 필요
EMCU8576069,40HQ,4000,BCT,부산,외항,2025-06-11,,0,가격 문의 필요
MAEU5049138,40FT,3700,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
YMLU2846603,40FT,3900,DGT,부산,외항,2025-06-23,,0,가격 문의 필요
HMMU4036139,40HQ,4100,PCTC,평택,내항,2025-06-17,2025-06-22,40000,확정 이후 연락
YMLU2089245,40FT,3900,E1CT,인천,내항,2025-06-28,2025-07-02,40000,야간 불가
YMLU2155356,20FT,2200,PCTC,평택,내항,2025-06-03,2025-06-07,50000,빠른 픽업 가능
FSCU3332407,20FT,2200,TOC,부산,내항,2025-06-01,2025-06-05,42000,야간 불가
EMCU8483213,40FT,3800,GWCT,광양,내항,2025-06-19,2025-06-24,42000,확정 이후 연락
MSCU2484710,40HQ,3900,PNC,부산,외항,2025-06-11,,0,가격 문의 필요
CMAU6703795,40FT,3800,PNIT,부산,외항,2025-06-24,,0,가격 문의 필요
OOLU5921452,40HQ,4000,BCT,부산,외항,2025-06-07,,0,가격 문의 필요
CMAU2048192,40HQ,4100,GWCT,광양,내항,2025-06-29,2025-07-03,47000,야간 불가
CMAU7410625,40FT,3700,KIT,광양,내항,2025-06-20,2025-06-23,50000,빠른 픽업 가능
MAEU6586417,40HQ,4100,HJIT,인천,외항,2025-06-21,,0,가격 문의 필요
HMMU6938796,40FT,3800,PNIT,부산,외항,2025-06-29,,0,가격 문의 필요
FSCU5285826,40HQ,4100,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
HMMU5815875,40FT,3600,BCT,부산,외항,2025-06-24,,0,가격 문의 필요
HMMU5879883,40FT,4000,HBCT,부산,내항,2025-06-23,2025-06-27,45000,확정 이후 연락
MSCU7242614,20FT,2500,PNC,부산,외항,2025-06-13,,0,가격 문의 필요
MSCU5141300,40HQ,4200,KIT,광양,내항,2025-06-11,2025-06-16,50000,전화 요망
FSCU2853306,40HQ,4000,E1CT,인천,내항,2025-06-02,2025-06-07,47000,확정 이후 연락
ONEU5197247,40FT,4000,GWCT,광양,내항,2025-06-07,2025-06-10,40000,전화 요망
MAEU6851051,40HQ,4200,TOC,부산,내항,2025-06-08,2025-06-11,45000,확정 이후 연락
HMMU5216111,40FT,3600,BPTS,부산,내항,2025-06-17,2025-06-22,50000,빠른 픽업 가능
ONEU1595593,40FT,3800,BPTS,부산,내항,2025-06-07,2025-06-12,50000,빠른 픽업 가능
TRIU3855951,20FT,2200,PNC,부산,외항,2025-06-22,,0,가격 문의 필요
MAEU1389669,40HQ,3900,BPTG,부산,내항,2025-06-12,2025-06-16,45000,야간 불가
FSCU8493970,40HQ,3800,TOC,부산,내항,2025-06-11,2025-06-14,50000,전화 요망
CMAU2623405,40HQ,3800,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
EMCU7956652,40FT,3600,JUCT,울산,내항,2025-06-13,2025-06-17,42000,야간 불가
YMLU6084128,20FT,2200,IGCT,군산,내항,2025-06-01,2025-06-06,50000,확정 이후 연락
OOLU5869916,20FT,2400,BPTS,부산,내항,2025-06-10,2025-06-15,40000,빠른 픽업 가능
MSCU7489421,40FT,3900,BCT,부산,외항,2025-06-23,,0,가격 문의 필요
TRIU9773912,40FT,3700,PCTC,평택,내항,2025-06-19,2025-06-22,40000,확정 이후 연락
